,37,39,41,59,63,67,75,90,91,99,106,107,116,119,124,129,137,139
249,-eek,-eek,-eek,-eek,-eek,-eek,-eek,-eek,-eek,-eek,-eek,-eek,-eek,-eek,-eek,-eek,-eek,-eek
250,-eari,-eari,-eari,-eari,-eari,-eari,-eari,-eari,-eari,-eari,-eari,-eari,-eari,-eari,-eari,-eari,-eari,-eari
251,-eei,-eei,-eei,-eei,-eei,-eei,-eei,-eei,-eei,-eei,-eei,-eei,-eei,-eei,-eei,-eei,-eei,-eei
252,-eren,-eren,-eren,-eren,-eren,-eren,-eren,-eren,-eren,-eren,-eren,-eren,-eren,-eren,-eren,-eren,-eren,-eren
253,-earen,-earen,-earen,-earen,-earen,-earen,-earen,-earen,-earen,-earen,-earen,-earen,-earen,-earen,-earen,-earen,-earen,-earen
254,-een,-een,-een,-een,-een,-een,-een,-een,-een,-een,-een,-een,-een,-een,-een,-een,-een,-een
255,etan,etan,etan,etan,etan,etan,etan,etan,etan,etan,etan,etan,etan,etan,etan,etan,etan,etan
256,-ean,-ean,-ean,-ean,-ean,-ean,-ean,-ean,-ean,-ean,-ean,-ean,-ean,-ean,-ean,-ean,-ean,-ean
257,-eetan,-eetan,-eetan,-eetan,-eetan,-eetan,-eetan,-eetan,-eetan,-eetan,-eetan,-eetan,-eetan,-eetan,-eetan,-eetan,-eetan,-eetan
258,-eagaz,-earekin,-earekin,-earekin,-ean,-ean,"-eaz,-earekin",-ean,-earekin,-earekin,-earenbaitan,-earenbaitan,-earengainean,-ean,-ean,-ean,-ean,-ean
259,-ia,-ia,-ia,-ia,-ia,-ia,-ia,-ia,-ia,-ia,-ia,-ia,-ia,-ia,-ia,-ia,-ia,-ia
260,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak
261,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak,-iak
262,-iek,-iek,-iek,-iek,-iek,-iek,-iek,-iek,-iek,-iek,-iek,-iek,-iek,-iek,-iek,-iek,-iek,
263,-iari,-iari,-iari,-iari,-iari,-iari,-iari,-iari,-iari,-iari,,-iari,-iari,-iari,-iari,-iari,-iari,-iari
264,-iei,-iei,-iei,-iei,-iei,-iei,-iei,-iei,-iei,-iei,-iei,-iei,-iei,-iei,-iei,-iei,-iei,-iei
265,-iren,-iren,-iren,-iren,-iren,-iren,-iren,-iren,-iren,-iren,-iren,-iren,-iren,-iren,-iren,-iren,-iren,-iren
266,-iaren,-iaren,-iaren,-iaren,-iaren,-iaren,-iaren,-iaren,-iaren,-iaren,-iaren,-iaren,-iaren,-iaren,-iaren,-iaren,-iaren,
267,-ien,-ien,-ien,-ien,-ien,-ien,-ien,-ien,-ien,-ien,-ien,-ien,-ien,-ien,-ien,-ien,-ien,-ien
268,-itzat,-itzat,"-iadala,-itzat",-itzat,-itzako,-itzaz,-itako,-itako,"-iadala,-iairuditu",-itako,-ibatentzat,-iadala,"-itzat,-itako",-itako,-iadala,-iarendako,"-ibaten,-ibatendako",-ibatendako
269,-itan,-itan,-itan,-itan,-itan,-itan,-itan,-itan,-itan,-itan,-itan,-itan,-itan,-itan,-itan,-itan,-itan,-itan
270,ian,ian,ian,ian,ian,ian,ian,ian,ian,ian,ian,ian,ian,ian,ian,ian,ian,ian
271,-ietan,-ietan,-ietan,-ietan,-ietan,-ietan,-ietan,-ietan,-ietan,-ietan,-ietan,-ietan,-ietan,-ietan,-ietan,-ietan,-ietan,-ietan
272,-iagaz,-iarekin,-iarekin,-iarekin,-ian,"-iagaz,-iarengan",-iarekin,-ian,-ian,-ian,-ian,-iarengainean,"-iarengainean,-iabaitan",-ian,-ian,-ian,-ian,-ian
273,-ua,-ua,-ua,-ua,-ua,-ua,-ua,-ua,-ua,-ua,-ua,-ua,-ua,-ua,-ua,-ua,-ua,-ua
274,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak
275,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak,-uak
276,-uek,-uek,-uek,-uek,-uek,-uek,-uek,-uek,-uek,-uek,-uek,-uek,-uek,-uek,-uek,-uek,-uek,-uek
277,-uari,-uari,-uari,-uari,-uari,-uari,-uari,-uari,-uari,-uari,-uari,-uari,-uari,-uari,-uari,-uari,-uari,-uari
278,-uei,-uei,-uei,-uei,-uei,-uei,-uei,-uei,-uei,-uei,-uei,-uei,-uei,-uei,-uei,-uei,-uei,-uei
279,-uren,-uren,-uren,-uren,-uren,-uren,-uren,-uren,-uren,-uren,-uren,-uren,-uren,-uren,-uren,-uren,-uren,-uren
280,-uaren,-uaren,-uaren,-uaren,-uaren,-uaren,-uaren,-uaren,-uaren,-uaren,-uaren,-uaren,-uaren,-uaren,-uaren,-uaren,-uaren,-uaren
281,-uen,-uen,-uen,-uen,-uen,-uen,-uen,-uen,-uen,-uen,-uen,-uen,-uen,-uen,-uen,-uen,-uen,-uen
282,utan,utan,utan,utan,utan,utan,utan,"utan,uan",utan,utan,"utan,uan",utan,utan,"utan,uz",utan,"utan,uan",utan,"utan,uz"
283,-uan,-uan,-uan,-uan,-uan,-uan,-uan,-uan,-uan,-uan,-uan,-uan,-uan,-uan,-uan,-uan,-uan,-uan
284,-uetan,-uetan,-uetan,-uetan,-uetan,-uetan,-uetan,-uetan,-uetan,-uetan,-uetan,-uetan,-uetan,-uetan,-uetan,-uetan,-uetan,-uetan
285,-uagaz,-uan,-uarekin,-uarekin,-uan,-uarengan,-uarekin,-uan,-uan,-uan,"-uarengainean,-uarenbaitan",-uan,-uan,-uan,-uan,-uan,-uan,-uan
286,-aia,-aia,-aia,-aia,-aia,-aia,-aia,-aia,-aia,-aia,-aia,-aia,-aia,-aia,-aia,-aia,-aia,-aia
287,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak
288,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak,-aiak
289,-aiek,-aiek,-aiek,-aiek,-aiek,-aiek,-aiek,-aiek,-aiek,-aiek,-aiek,-aiek,-aiek,-aiek,-aiek,-aiek,-aiek,-aiek
290,-aiari,-aiari,-aiari,-aiari,-aiari,-aiari,-aiari,-aiari,-aiari,-aiari,-aiari,-aiari,-aiari,-aiari,,-aiari,-aiari,-aiari
291,-aiei,-aiei,-aiei,-aiei,-aiei,-aiei,-aiei,-aiei,-aiei,-aiei,-aiei,-aiei,-aiei,-aiei,,-aiei,-aiei,-aiei
292,-airen,-airen,-airen,-airen,-airen,-airen,-airen,-airen,-airen,-airen,-airen,-airen,-airen,-airen,,-airen,-airen,-airen
293,-aiaren,-aiaren,-aiaren,-aiaren,-aiaren,-aiaren,-aiaren,-aiaren,-aiaren,-aiaren,-aiaren,-aiaren,-aiaren,-aiaren,-aiaren,-aiaren,-aiaren,-aiaren
294,-aien,-aien,-aien,-aien,-aien,-aien,-aien,-aien,-aien,-aien,-aien,-aien,-aien,-aien,-aien,-aien,-aien,-aien
295,-aitan,-aitan,-aitan,-aitan,-aitan,-aitan,-aitan,-aitan,-aitan,-aitan,-aitan,-aitan,-aitan,-aitan,,-aitan,-aitan,-aitan
296,-aian,-aian,-aian,-aian,-aian,-aian,-aian,-aian,-aian,-aian,-aian,-aian,,-aian,,-aian,,-aian
297,-aietan,-aietan,-aietan,-aietan,-aietan,-aietan,-aietan,-aietan,-aietan,-aietan,-aietan,-aietan,,-aietan,-aietan,-aietan,-enbarnetik,-aietan
298,-aiagaz,-aiarekin,-aiarengan,-aiarekin,-aian,-aian,-aian,-aian,-aian,-aian,-aiarengainean,-aian,-aiarenbaitan,-aian,-aian,-aian,-aian,-aian
299,-konts-a,-konts-a,-konts-a,-konts-a,-konts-a,-konts-a,-konts-a,-konts-a,-konts-a,-konts-a,-konts-a,-konts-a,-konts-a,-konts-a,-konts-a,-konts-a,-konts-a,-konts-a
300,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak
301,-konts-k,-konts-k,-konts-k,-konts-k,-konts-k,-konts-k,-konts-k,-konts-k,-konts-k,-konts-k,-konts-k,,-konts-k,-konts-k,-konts-k,,-konts-k,-konts-k
302,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak,-konts-ak
303,-konts-ek,-konts-ek,-konts-ek,-konts-ek,-konts-ek,-konts-ek,-konts-ek,-konts-ek,-konts-ek,-konts-ek,-konts-ek,-konts-ek,-konts-ek,-konts-ek,-konts-ek,-konts-ek,-konts-ek,-konts-ek
304,-konts-ri,-konts-ri,-konts-ri,-konts-ri,-konts-ri,-konts-ri,-konts-ri,-konts-ri,-konts-ri,-konts-ri,-konts-ri,-konts-ri,-konts-ri,-konts-ri,-konts-ri,-konts-ri,,-konts-ri
305,-konts-ari,-konts-ari,-konts-ari,-konts-ari,-konts-ari,-konts-ari,-konts-ari,-konts-ari,-konts-ari,-konts-ari,-konts-ari,-konts-ari,-konts-ari,-konts-ari,-konts-ari,-konts-ari,-konts-ari,-konts-ari
306,-konts-ei,-konts-ei,-konts-ei,-konts-ei,-konts-ei,-konts-ei,-konts-ei,-konts-ei,-konts-ei,-konts-ei,-konts-ei,-konts-ei,-konts-ei,-konts-ei,-konts-ei,-konts-ei,-konts-ei,-konts-ei
307,-konts-rik,-konts-rik,-konts-rik,-konts-rik,-konts-rik,-konts-rik,-konts-rik,-konts-rik,-konts-rik,-konts-rik,-konts-rik,-konts-rik,-konts-rik,-konts-rik,-konts-rik,-konts-rik,-konts-rik,-konts-rik
308,-konts-ren,-konts-ren,-konts-ren,-konts-ren,-konts-ren,-konts-ren,-konts-ren,-konts-ren,-konts-ren,-konts-ren,-konts-ren,-konts-ren,-konts-ren,-konts-ren,-konts-ren,-konts-ren,-konts-ren,-konts-ren
309,-konts-aren,-konts-aren,-konts-aren,-konts-aren,-konts-aren,-konts-aren,-konts-aren,-konts-aren,-konts-aren,-konts-aren,-konts-aren,-konts-aren,-konts-aren,-konts-aren,-konts-aren,-konts-aren,-konts-aren,-konts-aren
310,-konts-en,-konts-en,-konts-en,-konts-en,-konts-en,-konts-en,-konts-en,-konts-en,-konts-en,-konts-en,-konts-en,-konts-en,-konts-en,-konts-en,-konts-en,-konts-en,-konts-en,-konts-en
311,-konts-gaz,-konts-rekin,-konts-rekin,-konts-rekin,-konts-rekin,-konts-rekin,-konts-reki,-konts-rekin,-konts-rekin,-konts-rekin,-konts-rekin,-konts-rekin,-konts-rekin,-konts-rekin,-konts-rekin,"-konts-rekin,-konts-rekilan",-konts-reki,-konts-rekin
312,-konts-agaz,-konts-arekin,-konts-arekin,-konts-arekin,-konts-arekin,-konts-arekin,-konts-arekin,-konts-arekin,-konts-arekin,-konts-arekin,-konts-arekin,-konts-arekin,-konts-arekin,-konts-arekin,-konts-arekin,-konts-arekin,-konts-arekilan,-konts-arekin
313,-konts-ekin,-konts-ekin,-konts-ekin,-konts-ekin,-konts-ekin,-konts-ekin,-konts-eki,-konts-ekin,-konts-ekin,-konts-ekin,"-konts-ekin,-konts-ekilan",-konts-ekin,-konts-ekin,-konts-ekin,-konts-ekin,-konts-ekin,-konts-ekilan,-konts-ekin
314,-konts-rendako,-konts-rendako,-konts-rentzako,-konts-rentzat,-konts-rentzat,-konts-rentzako,-konts-rendako,-konts-rendako,-konts-rendako,-konts-rendako,-konts-rentzat,-konts-rentzat,-konts-rendako,"-konts-rendako,konts-rentzat",-konts-rendako,-konts-rendako,-konts-rendako,-konts-rendako
315,-konts-arendako,-konts-arendako,-konts-arentzako,-konts-arentzako,-konts-arentzat,-konts-arentzako,-konts-arendako,-konts-arendako,-konts-arendako,-konts-arendako,-konts-arentzat,-konts-arentzat,-konts-arentzat,"-konts-arentzat,-konts-arendako",-konts-arendako,-konts-arendako,-konts-aren,-konts-arendako
316,-konts-endako,-konts-endako,-konts-entzako,-konts-entzako,-konts-entzat,-konts-entzako,-konts-endako,-konts-endako,-konts-endako,-konts-endako,-konts-entzat,-konts-entzat,-konts-entzat,-konts-endako,-konts-en,-konts-endako,-konts-en,-konts-endako
317,-konts-gatik,-konts-gatik,-konts-gatik,-konts-gatik,-konts-gatik,-konts-gatik,-konts-gati,-konts-z,-konts-z,-konts-z,-konts-z,-konts-z,-konts-z,-konts-taz,"-konts-taz,-konts-z",-konts-gatik,-konts-z,-konts-z
318,-konts-agati,-konts-agatik,-konts-agatik,"-konts-agatik,-konts-agatikan",-konts-agatik,-konts-az,-konts-agati,-konts-az,-konts-az,"-konts-arengainean,-konts-az",-konts-az,-konts-az,-konts-az,-konts-az,"-konts-az,-konts-arendako","-konts-az,-konts-agatik",-konts-az,-konts-az
319,-konts-akaiti,-konts-akaitik,-konts-akaitik,-konts-engaitikan,-konts-engatik,-konts-etzaz,-konts-engati,-konts-etaz,-konts-etaz,-konts-ez,-konts-ez,-konts-ez,-konts-ez,-konts-ez,-konts-ez,"-konts-etatik,-konts-ez",-konts-ez,-konts-ez
320,-konts-tzat,-konts-tzat,"-konts-adala,-konts-tzat","-konts-adala,-konts-gatik,-konts-tzat",-konts-tzat,-konts-tzat,-konts-tako,-konts-adala,-konts-tako,-konts-tako,"-konts-entzat,-konts-tzat","-konts-tzat,-konts-tako",-kons-adala,"-konts-endako,-konts-tako,-konts-tzat",-konts-endako,-konts-endako,-konts-en,"-konts-endako,-konts-tako"
321,-konts-tan,-konts-tan,-konts-tan,-konts-tan,-konts-tan,-konts-tan,-konts-tan,-konts-tan,-konts-tan,-konts-tan,-konts-tan,-konts-tan,-konts-tan,-konts-tan,-konts-tan,-konts-tan,-konts-tan,-konts-tan
322,-konts-an,-konts-an,-konts-an,-konts-an,-konts-an,-konts-an,-konts-an,-konts-an,-konts-an,-konts-an,-konts-an,-konts-an,-konts-an,-konts-an,-konts-an,-konts-an,-konts-an,-konts-an
323,-konts-etan,-konts-etan,-konts-etan,-konts-etan,-konts-etan,-konts-etan,-konts-etan,-konts-etan,-konts-etan,-konts-etan,-konts-etan,-konts-etan,-konts-etan,,-konts-etan,-konts-etan,-konts-etan,-konts-etan
324,-konts-ra,-konts-ra,-konts-ra,-konts-ra,-konts-ra,-konts-ra,-konts-ra,-konts-ra,-konts-ra,-konts-ra,-konts-rat,"-konts-ra,-konts-rat",-konts-rat,-konts-rat,-konts-rat,-konts-rat,-konts-rat,-konts-rat
325,-konts-runtz,"-konts-aldera,-konts-runtz","-konts-gana,-konts-runtz","-konts-gana,-konts-ra",-konts-gana,-konts-enaldera,-konts-enaldera,-konts-enaldera,-konts-enaldera,-konts-enaldera,-konts-ariburuz,-konts-ariburuz,-konts-ariburuz,-konts-ariburuz,-konts-ariburuz,-konts-ariburuz,-konts-ariburuz,-konts-raburuz
326,-konts-ra,-konts-raino,-konts-raino,-konts-raino,-konts-raino,-konts-raino,-konts-raino,-konts-raino,-konts-raino,-konts-raino,-konts-raino,-konts-raino,-konts-raino,-konts-raino,-konts-raino,-konts-eradino,-konts-eradino,-konts-artio
327,-konts-agaz,-konts-arekin,-konts-arekin,-konts-arekin,-konts-an,-konts-an,-konts-an,-konts-an,-konts-arekin,-konts-an,-konts-arengainean,-konts-abaitan,-konts-arengainean,-konts-an,-konts-an,-konts-an,-konts-an,-konts-an
328,-kons-agana,-kons-agana,-kons-agana,-kons-agana,-kons-agana,-kons-agana,-kons-agana,-konts-ra,-kons-agana,-kons-agana,-konts-ariburuz,-konts-ariburuz,-konts-rat,-konts-ariburuz,-konts-ariburuz,-konts-ariburuz,"-konts-ariburuz,-konts-ari",-konts-ariburuz
329,-konts-arenaldera,-konts-aruntz,-konts-aruntz,-konts-agana,-konts-arenaldera,-konts-arenaldera,"-konts-agana,-konts-arenaldera",-konts-arenaldera,-konts-arenaldera,-konts-arenaldera,-konts-ariburuz,,-konts-ariburuz,-konts-ariburuz,-konts-ariburuz,-konts-ariburuz,,-konts-ariburuz
330,-u-konts-a,-u-konts-a,-u-konts-a,-u-konts-a,-u-konts-a,-u-konts-a,-u-konts-a,-u-konts-a,-u-konts-a,-u-konts-a,-u-konts-a,-u-konts-a,-u-konts-a,,-u-konts-a,-u-konts-a,-u-konts-a,-u-konts-a
331,-ok,-ok,-ok,"-ak,-ok",-ok,-ok,-ok,-ok,-ok,-ak,-ak,-ak,-ak,,-ak,-ak,,-ak
332,-ren,-ren,-ren,-ren,-ren,-ren,-ren,-ren,-ren,-ren,-ren,-ren,-ren,-ren,-ren,-ren,-ren,-ren
333,-ra,-ra,-ra,-ra,-ra,-ra,-ra,-ra,-ra,-ra,-rat,-rat,-rat,-rat,-rat,-rat,"-rat,-ra",-ra
334,-gaz,-rekin,-rekin,"-rekin,-gan",-n,-gan,-n,-n,-rekin,-n,-rengainean,-renbaitan,-renbaitan,"-tan,-baitan",-n,-tan,-tan,-tan
335,-gana,-gana,-gana,-gana,-gana,-gana,-gana,-gana,-gana,-gana,-renalderat,-ganat,-ri,-ganat,-ganat,-ri,-ta,"-z,-tarik"
336,-ek,-ek,-ek,-ek,-ek,-ek,-ek,-ek,-ek,-ek,-ek,-ek,-ek,-ek,-ek,-ek,-ek,-ek
337,-i,-i,-eri,-i,-i,-i,-i,-eri,-eri,-i,-i,-i,-i,-i,-i,-i,-i,-i
338,-en,-en,-en,,-en,-en,-en,-en,-en,-en,-en,-en,-en,-en,-en,-en,-en,-en
339,naz,naiz,naiz,naiz,naiz,naiz,naiz,naiz,naiz,niz,naiz,niz,niz,niz,niz,niz,niz,niz
340,haz,haiz,haiz,haiz,haiz,haiz,haiz,haiz,haiz,hiz,haiz,hiz,haiz,hiz,hiz,hiz,hiz,hiz
341,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da
342,gara,gara,gara,gera,gera,gera,gara,gara,gara,gira,gera,gira,gira,gira,gira,gira,gira,gira
343,zara,zara,zara,zera,zera,zera,zara,zara,zara,zira,"zira,zara",zira,zira,zira,zira,zira,zira,zira
344,zaree,zara,zaree,zerate,zerate,zerate,zaree,zerate,zerate,zadie,zirezte,zaizte,zaizte,zaizte,zaizte,zaizte,zidie,zidie
345,dira,dira,dira,dira,dira,dira,dira,dira,dira,dira,dira,dira,dira,dira,dira,dira,dira,dira
346,nintzen,nintzan,nintzan,nintzan,nintzan,nintzen,nintzen,nintzen,nintzen,nintze,nintzen,nintzen,nintzen,"nintzen,nintzan",nintzan,nintzen,nintzan,nintzan
347,hintzen,hintzan,hintzen,hintzan,hintzan,hintzen,hintzen,hintzen,hintzen,hintze,hintzen,hintzen,hintzen,hintzan,hintzan,hintzan,hintzan,hintzan
348,zan,zan,zan,zan,zan,zan,zan,zen,zen,zen,zen,zen,zen,zen,zen,,zen,zen
349,ginen,ginan,ginan,ginen,ginan,ginn,ginen,ginen,ginen,"gintze,gintzan",ginen,ginen,ginen,ginen,ginen,ginen,ginen,ginen
350,zinen,zinan,zinen,zineten,zinaten,zineten,zinerien,zineten,zineten,zintzaen,zinezten,zinezten,zinezten,zinezten,zineten,zinezten,zidaien,"zinien,zindien"
351,ziren,ziran,ziran,ziran,"ziran,ziren",ziren,ziran,ziren,ziren,ziren,ziren,ziren,ziren,ziren,ziren,ziren,ziren,ziren
352,banintz,banintz,banintz,banintzeke,banintz,banintz,banintz,banintz,banintzen,banintz,banintz,banintz,banintz,banintz,banintz,banintz,banintz,banintz
353,balitz,bazan,balitz,"balitz,balitzeke",balitz,balitz,balitz,bazen,"bazen,balitz",balitz,balitz,balitz,balitz,balitz,balitz,balitz,balitz,balitz
354,bagintze,bagina,bagina,bagineke,bagineke,bagineke,bagina,bagina,beginen,bagina,bagina,bagina,bagina,bagina,bagina,"baginen,baginten",bagina,bagina
355,bazinee,bazinee,bazinee,bazineteke,bazineteke,bazineteke,bazinee,bazineten,bazineten,bazintzae,bazinezte,bazinezte,bazinezte,bazinezte,bazinete,bazindezten,bazinde,bazinee
356,balira,balitzez,balira,balirake,"balirake,balira",balira,balira,baziren,baziren,balira,balietz,balira,balira,balira,balira,balira,balira,balira
357,litzake,litzake,litzake,"like,litzake",litzake,litzake,"litzake,-ko zan",litzake,"-ko zen,litzake",,litake,liteke,litake,"litake,litzateke",litzateke,litake,litzate,"litzate,litzateke"
358,daien,daien,daien,"daien,dedin","daien,-teko","daien,-teko","daien,daiten,-teko",daien,daien,daien,daien,dadin,"daien,dadin",daien,daien,daien,"dadin,-teko","dadin,ledin,-teko"
359,daitezen,daitien,"daitexten,daizen","daizen,dizazen,-teko","deizten,daitezen","daitezen,-teko","daitezen,-teko",daitzen,daitzen,drein,daitzen,daiten,daiten,daiten,daizten,daizten,daiten,daiten
360,zedin,"-teko,dedin,zedin",daizen,-teko,"zedin,-teko","-teko,zedin",-teko,zadin,zadin,zadin,"dadin,zadin","dadin,-teko,zadin",zadin,zadin,zadin,zadin,"ledin,zadin",ledin
361,zaitezen,"-teko,daitien","daitezten,daizen",-teko,,"zittzen,-teko","-teko,zitezen",zaizten,zeitzen,"ziten,zraen","daizen,daitezken",ziten,ziten,ziten,ziten,dizten,litien,"liten,ziten"
362,leike,leike,leike,"leike,-tea badago",liteke,liteke,daiteke,daiteke,"daiteke,-ten al da",daike,"liteke,daiteke",liteke,"daiteke,-ten al da","-ten al da,daiteke","daike,daiteke,-ten al da","daiteke,-ten al da","-ten al da,aledi,-tzen al liteke,daite","-ten al da,liteke"
363,leikien,zeikian,zeikian,"leike,-tea bazagon","zeiken,ziteken",ziteken,ziteken,zaiteken,-ten al zen,zaiken,"-ten al zen,zitaken","-ten al zen,zitaken","zitaken,-ten al zen",-ten al zitaken,-ten al zen,-ten al zen,-ten al zen,"-ten al lizate,litake"
364,leike,leike,leike,"leike,-tea bada",liteke,liteke,liteke,-ten al da,-ten al da,,liteke,liteke,"liteke,-ten al da",liteke,"liteke,leike",liteke,"-ten al liteke,leite",liteke
365,hadi,hadi,"hadi,-tu",hadi,hadi,hadi,hadi,hadi,"hadi,trin",hadi,hadi,hadi,hadi,hadi,hadi,,hadi,hadi
366,jat,jat,jat,zait,zait,zait,dakit,zait,zait,zait,"zaut,zait",zaut,zaut,zait,zat,zaut,zait,zait
367,jak,jak,jak,zaik,zaik,zaik,dakik,zaik,zaik,zaik,hau,zauk,zauk,zaik,zauk,zauk,zaik,zaik
368,jako,"jako,dako",jako,zaio,zaio,zaio,dakio,zaio,zaio,zaio,zaio,"zako,zaio","zaio,zako",zako,zako,zako,zaio,zao
369,jaku,jaku,jaku,zaigu,zaigu,zaigu,dakigu,zaiku,zaiku,zaigu,zaiku,zauku,zauku,zaku,zauku,zauku,zaiku,zaiku
370,jatzue,jatzu,jatzue,zaizue,zaizue,zaizue,dakizue,zaizue,zaitzue,zaizue,zaitzute,zaizue,zauzue,zauzue,zauzue,zauzue,zaizue,zaizue
371,jate,jakoe,jakee,zaioe,zaie,zaie,dakioe,zaie,zaie,zaie,zaiote,zakote,zaiote,zaio,zaie,zakote,zaie,zaie
372,jako,jakoz,jako,"zaizka,zaikio",zazkio,zaizkio,"dazkio,dakioe",zaizkio,zaizkio,zaizko,zaizkote,zakote,zaizko,zazko,zazko,zazko,zaitzo,zaitzo
373,jate,jakoez,xate,zaizke,zaizkie,zaizkie,dazkioe,zaizkiote,zaizte,zaizte,,,zaizkote,zaizte,zaizke,"zaite,zaizkote",zaitze,zaitze
374,NNN,NNN,NNN,N,"N,natzaio",natzaio,N,N,"N,natzaio",N,"N,natzaio",nako,"N,natzaio","N,nako","N,nitzako",nako,natzaio,"nitzo,nitzaitzo"
375,jatan,jatan,jatan,zitzaian,zaidan,zitzaian,nakin,zaidan,zitzaidan,zitzaidan,zitzaidan,zautan,zizautan,zitzaidan,zitzaidan,zatan,zitzaidan,zaidan
376,jakon,jakon,zakon,zitzaion,zaion,zitzaion,zakion,zaion,zitzaion,"zitzio,zitzaion",zaion,zakon,zitzaion,zitzakon,zitzakon,zakon,"zaion,zoon",zoon
377,jakun,jakun,zakun,zitzaigun,zaigun,zitzaigun,"ginakigun,zakigun",zaigun,zitzaigun,zitzaigun,zitzaigun,zankun,zitzaigun,zitzaigun,zitzaigun,zankun,zankun,zankun
378,jatzuen,jatzun,zatzuen,zitzaizuen,zaizuen,zitzaizuen,zakizien,zaizuen,zitzaizuen,zitzaizuen,"zaitzuten,zaitzuten",zaitzuten,zitzauzuen,zitzauzuen,zitzauzuen,zauzuen,zauzien,zauzien
379,jateen,jakoen,jateen,zitzaien,zaien,zitzaien,zakioen,zaien,zitzaien,zitzaien,zaioten,zankoten,zitzaioten,zitzaien,zitzaien,zaien,zaien,zaien
380,balitzako,,balako,"bazizaion,balitzaioke,balitzaio",bazaio,balioke,balekio,bazaion,bazitzaion,"balizitzio,balitzaio","bazaion,balitzaio,balakio",balako,"bazako,balitzako",balitzako,"balako,balitzako",balako,"balitzaio,balaio,bazaion","bazaion,balaio,balaion"
381,dot,det,dot,det,det,det,dot,dut,dut,dut,dut,dut,dut,dut,dut,dut,dut,dut
382,dok,dek,dok,dek,dek,dek,dok,duk,duk,duk,duk,duk,duk,duk,duk,duk,duk,duk
383,dau,dau,dau,du,du,du,du,du,du,du,du,du,du,du,du,du,du,du
384,dogu,dogu,du,degu,degu,degu,dogu,dugu,dugu,dugu,degu,dugu,dugu,dugu,dugu,dugu,dugu,dugu
385,dozue,dozue,dozue,dezue,dezue,dezue,dezue,duzue,duzue,duzue,duzue,duzue,duzue,duzue,duzue,duzue,duzue,duzue
386,daue,daue,daue,due,due,due,due,dute,dute,dute,dute,dute,dute,dute,dute,dute,die,die
387,"dau,ditu",ditu,ditu,ditu,ditu,ditu,ditu,ditu,ditu,ditu,ditu,ditu,ditu,ditu,ditu,ditu,ditu,ditu
388,ditue,ditue,ditue,ditue,ditue,ditue,ditue,dituzte,dituzte,dute,dituzte,dituzte,dituzte,dituzte,dituzte,dituzte,tie,tie
389,nau,nau,nau,nau,nau,nau,nau,"dat,nau",dat,nau,nau,nau,nau,nau,nau,nau,nai,nai
390,nauzu,nauzu,nauzu,nauzu,nauzu,didazu,deezu,"nauzu,datazu",datazu,nauzu,nauzu,nauzu,nauzu,nauzu,nauzu,nauzu,,naizu
391,naue,naue,naue,naue,naue,naue,"due,naue","naute,datate",datate,naute,naute,naute,naute,naute,naute,naute,naie,naie
392,gau,gaittu,gau,gaitu,gaitu,gaitu,gaitu,"gaitu,daku",daku,gaitu,gaitu,gaitu,gaitu,gaitu,gaitu,gaitu,gaitu,gaitu
393,neuan,neuan,neuan,nuen,nuen,nuen,nuen,nuen,nuen,nuen,nien,nuen,nien,nien,nien,nuen,nien,nien
394,euen,euen,euen,zuen,zuen,zuen,zuen,zuen,zuen,zuen,zien,zuen,zien,zien,zien,zuen,zien,zien
395,geuen,genduan,geuen,genuen,genuen,genduan,ginuen,ginuen,ginuen,ginduen,"ginuen,ginien",ginian,ginien,ginien,gindien,ginuen,"gunien,gunian,güntian",gunien
396,zeuen,zenduan,zeuen,zenduan,zenduen,zenduen,zinuen,zinuten,zinuten,"zinien,zindien",zinuten,zinuten,zinuten,zinuten,zinuten,zinduten,zunien,zunien
