,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
10,"herriko haize,egoaize",herriko haize,"egoaize,beheko haize","haizesiku,herriko haize",herriko haize,herriko haize,"goiko haize,haizerre,haizepel","goiko haize,sur,herriko haize,egoaize","egoaize,haizepel,goiko haize","herriko haize,haizepel,haizerre","enbraize,egoaize,haizepel",herriko haize,"herriko haize,egoaize,haizepel","egoaize,goiko haize,haizepel",herriko haize,"haizerre,egoaize,goiko haize","egoaize,nafarraize,goiko haize","goiko haize,egoaize","egoaize,nabarnizaize,goiko haize",egoaize,herriko haize,egoaize,egoaize,egoaize,egoaize,herriko haize,"haizepel,egoaize,herriko haize","herriko haize,barruko haize","haizesiku,egoaize",egoaize,egoaize,egoaize,herriko haize,herriko haize,"egoaize,haizepel","errekaize,egoaize,haizepel",egoaize,egoaize,egoaize,egoaize,"egoaize,goiko haize","egoaize,goiko haize,haizepel",egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,"egoaize,sur",egoaize,herriko haize,egoaize,egoaize,egoaize,egoaize,egoaize,"egoaize,herriko haize",egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,"egoaize,sur",egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,"egoaize,sur",egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,beheko haize,"egoaize,beheko haize",egoaize,egoaize,"eguzki haize,egoaize",egoaize,egoaize,"haizegorri,egoaize,goiko haize",egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,"egoaize,eihar haize","egoaize,eihar haize",egoaize,"egoaize,egozuri,beheko haize",egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,"egoaize,haizebeltz",egoaize,egoaize,egoaize,"egoaize,aintzinaire",egoaize,egoaize,egoaize,egoaize,egoaize,egoaize,"egoaize,haizebeltz,ahüñaize","egoaize,bortuko haize","egoaize,ahüaize,basahego,mahumet","egoaize,ahüaize",egoaize,"egoaize,sütezta,ahüñaize,anio,behorbilzaile",egoaize,egoaize,egoaize,"egoaize,españako haize"
11,erremolino,iretxoaize,erremolino,"haizebihor,sorginaize",erremolino,erremolino,erremolino,haizeoker,satarrabi,"erremolino,haizexixku",ziributzi,bidasoi,"erremolino,haizebihor",erremolino,erremolino,erremolino,haizebihor,haizebihor,erremolino,erremolino,zurrunbilo,haizebihor,haizebihor,"karakolaize,haizebihor",sorginaize,sorginaize,"erremolino,sorginaize",jaso,zurrunbilo,haizebihor,erremolino,"maritxiker,sorginaize","sorginaize,zurrunbilo","galarren,tronpaize","zurrunbilo,sorginaize","trabonarro,erremolino",sorginaize,zurrunbilo,sorginaize,sorginaize,"burruka,zurrunbilo,sorginaize",zurrunbilo,"zurrunbilo,sorginaize",zurrunbilo,zurrunbilo,zurrunbilo,"sorginaize,zurrunbilo","sorginaize,zurrunbilo",zurrunbilo,zurrunbilo,"sorginaize,zurrunbilo",zurrunbilo,zurrunbilo,zurrunbilo,"sorginaize,zurrunbilo","sorginaize,zurrunbilo",zurrunbilo,zurrunbilo,zurrunbilo,zurrunbilo,zurrunbilo,zurrunbilo,zurrunbilo,zurrunbilo,zurrunbilo,"zurrunbilo,zirimola",zurrunbilo,zurrunbilo,zurrunbilo,zurrunbilo,erremolino,zurrunbilo,zurrunbilo,erremolino,"erremolino,haize nastu,sorginaize",sorginaize,"sorginaize,zurrunbilo",zurrunbilo,"torromoto,sorginaize",sorginaize,zurrunbilo,"sorginaize,zurrunbilo","sorginaize,zurrunbilo",sorginaize,sorginaize,"kanikul,erremolino",haizebihor,erremolino,akelarre,kanikul,sorginaize,erremolino,"zirimola,haize birunda,erremolino",erremolino,erremolino,sorginaize,sorginaize,"tiruritu,zirimola","erremolino,urakan","urakan,inguru-inguru",zirimola,zirimola,zirimola,zirimola,zirimola,zirimola,zirimola,zirimola,"erremuli,debruian lan","tiruritu,zirimola","basaize,bortzaize",zirurika,"itzulika,firindola",tiruritu,galarren,"zirurika,zirimola",zirimola,"tiruritu,zirimola",tiruritu,"zirimola,tiruritu","tiruritu,zirimola",tiruritu,mahumet,"mendeal,tiruritu","tiruritu,zirimola",tiruritu,basazar,tiruritu,mahumet,mahumet,askaot,"askaot,tiruritu,zirimola",turbillon,"askaot,mahumet",mahumet,mahumet,mahumet,khübilo,"khübilo,mahumet,behorbiltzaile,khübilo",mahumet,khübilo,"khübilo,mahumet",mahumet,"behorbiltzaile,mahumet",mahumet
12,haizeeskutu,haizeeskutu,haizeeskutu,sokaire,haizeeskutu,"haizeeskutu,sokaire",haizeeskutu,haizeeskutu,haizeeskutu,haizeeskutu,haizeeskutu,haizeeskutu,haizeeskutu,haizeeskutu,haizeeskutu,haizeeskutu,haizeeskutu,haizeeskutu,haizeeskutu,haizebe,"sokaire,haizeeskutu",haizeeskutu,haizeeskutu,haizeeskutu,haizeeskutu,haizeeskutu,haizeeskutu,"sokaire,haizepe",haizegorde,haizeeskutu,haizeeskutu,"haizeoste,haizepe",haizepe,haizepe,"haizeoste,haizeeskutu","haizepe,haizeoste",haizeeskutu,"haizepe,haizeeskutu",haizeeskutu,"haizepe,haizeoste","haizeeskutu,haizegorde","haizegorde,haizeeskutu","haizepe,haizegorde,haizeeskutu",haizepe,"ainube,haizepe",haizepe,haizeeskutu,"babes,haizeeskutu","babes,haizegorde","babes,haizeeskutu","abaro,babes","babes,haizegorde,haizeeskutu",haizeeskutu,babes,"babes,haizeeskutu",babes,babes,"babes,haizeeskutu","babes,haizeeskutu","babes,sarobe",babes,babes,babes,babes,babes,babes,babes,babes,babes,babes,kalmeta,"geriza,babes","geriza,babes",ezkupe,abrigo,babes,babes,"haizegorde,babes",haizeeskutu,haizeeskutu,geriza,"geriza,haizegorde",haizeeskutu,geriza,geriza,"haizeeskutu,haizepe",geriza,"haizekontra,geriza",geriza,geriza,geriza,geriza,geriza,haizeeskutu,geriza,,"beroki,xoko",haizeitzal,beroki,beroki,geriza,geriza,geriza,geriza,geriza,geriza,geriza,"malda,geriza","malda,geriza","leihor,geriza,malda","haizeitzal,malda",malda,malda,"malda,geriza","haizeporte,haizeitzal,malda",haizeestalki,"haizeitzal,malda","malda,haizeitzal","haizeitzal,uspel,malda",haizeitzal,"malda,urkubi","malda,geriza",malda,malda,"haizolbe,haizeitzal",haizolbe,malda,haizolbe,"patar,haizolbe","haizekontra,haizolbe",haizolbe,haizolbe,malda,haizolbe,haizolbe,"enpa,haizolbe","haizeeskapa,haizolbe",haizolbe,"Haizolbe,haizeeskapa",haizolbe,haizolbe,haizolbe,haizolbe,haizolbe,haizolbe
13,aterpe,aterpe,"leihor,aterpe","tejabana,leihor,aterpe",aterpe,"eskutu,aterpe","aterpe,estalpe,leihor","leihor,aterpe,estalpe","aterpe,leihor","aterpe,estalpe","leihor,aterpe",aterpe,"aterpe,estalpe,leihor,etxape","leihor,aterpe","aterpe,eskutu",leihor,"aterpe,estalpe,leihor",leihor,aterpe,aterpe,aterpe,"arbolape,luganpe,aterpe",aterpe,aterpe,eskape,"eskutu,aterpe",aterpe,aterpe,aterpe,aterpe,aterpe,"eurioste,estalpe,aterpe","arbolape,aterpe",aterpe,aterpe,aterpe,"haizpe,aterpe",aterpe,"arbolape,aterpe",aterpe,"aterpe,leihor","aterpe,estalpe","aterpe,estalpe",estalpe,aterpe,"aterpe,leihor","aterpe,leihor","aterpe,leihor","babes,eurigorde","aterpe,estape,leihor",leihor,"aterpe,estape,leihor","aterpe,estape,leihor","geriza,aterpe","aterpe,leihor",aterpe,leihor,"leihor,aterpe,estalpe","aterpe,babes,leihor","aterki,estalpe,leihor",aterpe,"babes,leihor,aterpe",aterpe,"estalpe,aterpe","aterpe,estalpe,leihor",estalpe,"babes,estalpe,aterpe",aterpe,estalpe,"babes,aterpe,leihor",aterpe,"aterpe,lesoi,leihor","geriza,babes,aterpe",leiihor,estalpe,estalpe,"leihor,haizpe","aterpe,estalpe",leihor,"leihor,aterpe","estalpe,aterpe","estalpe,aterpe",aterpe,"estalpe,aterpe",idor,aterpe,idor,"estalpe,idor","idor,geriza","estalpe,kubierto",leihor,leihor,"geriza,leihor,aterpe",leihor,"aterpe,leihor",estalpe,aterpe,aterpe,aterpe,aterpe,"leihor,geriza","geriza,aterpe","geriza,aterpe","aterpe,leihor","geriza,aterpe","leihor,geriza,aterpe","leihor,aterpe,geriza","geriza,leihor,aterpe",aterpe,"leiihor,aterpe",aterpe,aterpe,aterpe,"aterpe,leihor",aterpe,"leiihor,aterpe","leihor,aterpe",aterpe,"aterpe,leihor",aterpe,"aterpe,leihor","geriza,aterpe","malda,aterpe",aterpe,"aterpe,geriza","hegazpe,aterpe",aterpe,aterpe,"haizolbe,kapena,aterpe",aterpe,aterpe,aterpe,aterpe,aterpe,aterpe,aterpe,aterpe,"haizolbe,aterpe",aterpe,aterpe,aterpe,"harpe,atherpe",aterpe,aterpe,aterpe
14,odei,odei,"laino,zerro",odei,"laino,odei",odei,laino,laino,"laino,odei","odei,laino,enbat",laino,"laino,odei","odei,laino",laino,laino,laino,laino,"laino,odei",laino,"laino,odei","odei,laino",laino,laino,laino,laino,laino,laino,odei,laino,laino,laino,"laino,odei","laino,odei",odei,laino,"odei,laino",laino,laino,laino,laino,laino,laino,laino,laino,"odei,laino",laino,laino,laino,laino,laino,"laino,odei","laino,odei",laino,"laino,odei",laino,"laino,odei,goibel","laino,odei",laino,laino,laino,laino,"laino,odei",laino,laino,laino,laino,laino,laino,laino,laino,odei,"laino,odei",odei,laino,laino,laino,laino,"odei,kalma","laino,odei",odei,"laino,odei,goibel","odei,kalma,laino",odei,"laino,kalma,odei",kalma,"laino,kalma","laino,goibel",goibel,goibel,kalma,goibel,goibel,laino,laino,laino,goibel,goibel,odei,goibel,"goibel,nube","odei,goibel",odei,odei,odei,"odei,laino","odei,laino","odei,laino","odei,laino",odei,"laino,goibel",odei,odei,laino,laino,laino,goibel,"laino,odei","goibel,odei",laino,"laino,odei",laino,"odei,laino",laino,laino,odei,"laino,odei","odei,morroka","laino,odei",odei,odei,"laino,odei","odei,ortzantzaire",laino,odei,odei,odei,"odei,laino",odei,odei,odei,"odei,laino","laino,odei",odei,odei,odei
15,laino,"laino,enbat,inontz","lainabera,behelaino",enbat,"enbat,laino","laino,sarrasoi,enbat",lainabera,lainabera,"laino,bisutz","odei,inontz",laino,sarrasoi,enbat,"behelaino,lainabera",sarrasoi,"behelaino,errekalaino",lainoitsu,laino,behelaino,bruma,sarrasoi,lainoitsu,behelaino,lainoitsu,"laino,sarrasoi",sarrasoi,"sarrasoi,bruma","laino,bruma,sarrasoi","behelaino,bisutz",laino,behelaino,"laino,behelaino",sarrasoi,bruma,behelaino,bruma,laino,lainoitsu,behelaino,lainoitsu,"lainoitsu,behelaino","erlaino,behelaino","laino,bisutz",lainoitsu,sereno,laino,sereno,behelaino,behelaino,laino,laino,"lainoitsu,sereno,sarrasoi","lainope,laino","autza,laino,terral","laino,sereno",laino,ufan,behelaino,lainogandu,"sarrasoi,terral",terral,"laino,errekalaino,lainogandu","terral,laino",terral,"laino,terral",terral,azpilaino,terral,"terral,lainoitsu,errekalaino","terral,lainogandu",bruma,"laino,terral,bruma","bruma,laino",erlaino,kalma,erlaino,laino,laino,zokolaino,"laino,urlaino",laino,"laino,lainoitsu",laino,laino,laino,laino,lainozerratu,laino,laino,laino,laino,laino,laino,"laino,goibel",laino,laino,laino,laino,"laino,lainozerratu",laino,bruma,bruma,"laino,bruma",laino,bruma,bruma,bruma,bruma,laino,bruma,laino,laino,laino,bruma,laino,laino,"bruma,lankar",laino,laino,laino,"laino,lantzaar,lanbro","laino,lainoitsu",laino,"lanbro,bruma",laino,laino,laino,laino,lainope,lainope,lainope,laino,"ilun,laino","laino,lainope,lanbrots","lainope,laino","laino,lainope",laino,"laino,lainozola","laino,lainope,eurilaino","laino,lainope",laino,lainope,laino,"lainope,laino",laino
16,"enbat,lainabera",laino,lainabera,enbat,laino,sarrasoi,"behelaino,errekalaino,lainabera",lainabera,"errekalaino,behelaino,lainabera",inontz,lainabera,sarrasoi,"inontz,behelaino,lainabera","behelaino,lainabera","laino,behelaino",errekalaino,"errekalaino,behelaino,lainabera",errekalaino,"behelaino,sarrasoi","auts,andandoi",laino,lainoitsu,behelaino,errekalaino,behelaino,behelaino,sarrasoi,"laino,bruma",behelaino,behelaino,behelaino,behelaino,sarrasoi,"bruma,laino",iparlauso,laino,errekalaino,amillanlaino,behelaino,behelaino,"erlaino,behelaino",erlaino,behelaino,"sereno,behelaino",sereno,"behelaino,terral",sereno,behelaino,eurixexe,"laino,behelaino","lainaide,behelaino",laino,behelaino,"bruma,auts,laino","laino,gandu","errekalaino,gandu",ufan,laino,"lauso,gandu",lanbro,"azpilaino,gandu,errekalaino","errekalaino,eurilaino","laino,errekalaino","azpilaino,gandu","gandu,laino",gandu,"errekalaino,brisalaino","terral,gandu","errekalaino,gandu","terral,gandu",laino,"bruma,laino","brintza,laino",laino,laino,erlaino,errekalaino,zokolaino,laino,laino,errekalaino,errekalaino,laino,laino,lanbro,goizeko laino,laino,azpilaino,laino,,lanbro,herrilaino,laino,lanbro,erlaino,lanbro,,laino,lanbro,laino,laino,laino,"laino,bruma",laino,bruma,"bruma,laino",laino,bruma,laino,bruma,laino,laino,bruma,bruma,laino,"lanbro,laino",bruma,laino,errekalaino,"laino,lanbro",laino,laino,laino,laino,"laino,lanbro",lanbro,"laino,lanbro",laino,lainope,"laino,lanbro",lainope,laino,laino,laino,laino,,lainope,laino,lainope,laino,lainope,lainope,laino,lainope,"laino,lainope"
17,ilundu,ilundu,"ilundu,lainotu",ilundu,ilundu,ilundu,ilundu,"ilundu,lainotu","ilundu,belundu","ilundu,nabartu",ilundu,"lainotu,ilundu","ilundu,odeitu,lainotu","ilundu,lainotu","ilundu,lainotu","ilundu,lainotu",ilundu,ilundu,"ilundu,lausotu,lainotu","itxaldu,ilundu",ilundu,ilundu,"ilundu,lainotu",ilundu,ilundu,ilundu,"ilundu,lainotu",ilundu,"ilundu,lausotu","ilundu,lainotu",ilundu,"ilundu,belztu",tapatu,ilundu,ilundu,ilundu,ilundu,ilundu,ilundu,ilundu,ilundu,ilundu,ilundu,ilundu,"tapatu,estali","tapatu,lainotu","ilundu,tapatu","ilundu,tapatu,estali","ilundu,astundu,lainotu,belztu","lainotu,estali,ilundu","lainotu,tapatu,ilundu,belztu","mindu,ilundu,estali,goibeldu,lainotu,belztu","lainotu,tapatu,ilundu","odeitu,estali","ilundu,lainotu,estali",ilundu,"lainotu,odeitu,tapatu,estali","ilundu,lainotu,estali","estali,lainotu,ilundu,lausotu",ilundu,"ilundu,lainotu,belztu,estali,goibeldu","ilundu,belztu,estali","ilundu,goibeldu","ilundu,belztu,estali","ilundu,lainotu,goibeldu","ilundu,lainotu,belztu","ilundu,goibeldu,estali",ilundu,"ilundu,goibeldu","ilundu,lainotu,goibeldu,belztu,gandotu","ilundu,tapatu","ilundu,tapatu","lainotu,ilundu,goibeldu",lainotu,lainotu,"ilundu,lainotu,estali","ilundu,lainotu","lainotu,kalmatu","itzaldu,goibeldu,ilundu","ilundu,lainotu","goibeldu,ilundu","kalmatu,goibeldu,estali,lainotu","tapatu,ilundu","lainotu,tapatu,kalmatu,estali","kalmatu,lainotu","ilundu,kalmatu,goibeldu,estali",ilundu,"ilundu,goibeldu","tapatu,goibeldu","kalmatu,lainotu","itzaldu,ilundu","goibeldu,ilundu","lainotu,ilundu",goibeldu,lainotu,goibeldu,goibeldu,"ilundu,lainotu,belztu",goibeldu,odeitu,ilundu,"belztu,ilundu,goibeldu","ilundu,belztu","belztu,goibeldu","enbat,ilundu,goibeldu","belztu,goibeldu","belztu,goibeldu,lainotu","ilundu,goibeldu",ilundu,belztu,"belztu,ilundu","belztu,ilundu,lainotu","ilundu,lainotu,belztu","belztu,lainotu,nabartu",belztu,"ilundu,belztu,goibeldu","belztu,goibeldu","goibeldu,ilundu","belztu,ilundu,goibeldu",ilundu,ilundu,"kanbiatu,ortziaeldu,goibeldu,ilundu","kukutu,belztu,hautsi,tapatu,estali","ilundu,lainotu,estali","tapatu,belztu,goibeldu,kukutu,odeitu","belztu,kukkutu,goibeldu","ilundu,belztu,lanbrotu","ilundu,mutu","ilundu,sonbratu,odeitu,belztu","kukutu,goibeldu","ilundu,goibeldu","ilundu,kukutu","ilundu,belztu","ilundu,belztu","nahasi,belztu,kakalat","belztu,tapatu,ekhiagorde,zunbre","belztu,tapatu","tapatu,ilundu","kanbiatu,ekhiagorde","tapatu,belztu","belztu,tapatu","belztu,itzali","ilundu,belztu",belztu,"tapatu,belztu,itzali"
18,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri,euri
19,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,euria da,"euria da,euria dirautso",euria da,euria da,euria dihardu,euria da,euria dihardu,euria dihardu,euria ari da,euria ari da,euria ari da,"euria ari du,euria ari da",euria ari da,euria ari da,euria ari da,euria ari da,euria ari da,euria ari da,,euria ari da,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari da,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari da,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari du,euria ari da,euria ari da,euria ari da,euria ari da,euria ari da,euria ari da,"euria ari da,euria ari du",euria ari da,euria ari da,euria ari da,euria ari da,euria ari da,euria ari da,"euria ari da,euria da","euria ari da,euria da","euria ari da,euria da",euria ari da,euria ari da,euria ari du,euria ari du,euria ari da,euria ari da,euria ari da,euria ari da,euria ari da,euria ari du,euria ari da,euria ari da,euria ari du,euria ari da,euria ari du,euria ari da,euria ari da,euria ari da,euria ari da,euria ari du,"euria ari da,euria ari du",euria ari da,euria ari da,euria ari da
20,denborale,denborale,denborale,"afrontu,denborale",denborale,"denborale,negutze","denborale,burruskada","denborale,mendabal",ekaitz,"galarren,burruskada","denboratxar,egualditxar",denborale,"denborale,burruskada",denborale,denborale,denborale,"denborale,burruskada,ekaitz","denboratxar,denborale,ekaitz",denborale,"denborale,galarren",denborale,denborale,denborale,denboratxar,"denborale,ekaitz",denborale,denborale,denborale,"egualditxar,egualdigogor,denborale",denborale,denborale,"denboranarraz,denborale",denborale,denborale,denborale,denboratxar,"denboratxar,denborale",denborale,denborale,"denboratxar,ekaitz","eurite,burruskada","denborale,burruskada","denborale,ekaitz",denboratxar,ekaitz,"denborale,ekaitz","ekaitz,denborale","eraso,ekaitz","ekaitz,eraso","ekaitz,denborale","denboratxar,ekaitz","ekaitz,galarren","ekaitz,denborale","denborale,ekaitz","ekaitz,denborale",ekaitz,"tenpestade,denborale,ekaitz",ekaitz,"ekaitz,erauntsi,eraso",ekaitz,ekaitz,"egualdinahasi,egualdigogor,ekaitz,eraso","tenpestade,ekaitz","ekaitz,denborale","denboratxar,ekaitz,eraso","mendabal,ekaitz","tenpestade,ekaitz","trumoiegualdi,denborale,ekaitz","denborale,ekaitz","denborale,ekaitz",denborale,"denborale,galarren,ekaitz","ekaitz,denborale",borraska,"tormenta,euriketa","denborale,euriketa","ekaitz,eraso",ekaitz,"denborale,ekaitz",ekaitz,ekaitz,ekaitz,"ekaitz,euriketa","ekaitz,euriketa",erauntsi,"tenpestade,ekaitz",tenpestade,ekaitz,"tenpestade,ekaitz","erauntsi,ekaitz",ekaitz,ekaitz,galarren,"erauntsi,ekaitz","eguraldibeltz,beltzuri",,erauntsi,"tenpestade,suferna",erauntsi,tormenta,galarren,"denboratxar,tenpestade",denboratxar,"tenpestade,ekaitz","pesia,elementa","tenpestade,elementa","elementa,galarren,tenpestade","elementa,galarren","denboratxar,tenpestade,galarren","tenpestade,erauntsi,elementa,galarren",tenpestade,"tenpestade,galarren","tenpestade,elementa,erauntsi","tenpestade,erauntsi,ortzi,elementa","denboratxar,tenpestade","galarren,tenpestade","tenpestade,galarren",tenpestade,"uhar,tenpestade,elementa","tenpestade,galarren","tenpestade,galarren","galarren,denborabihurri,elementa","denboragaizto,tenpestade,arobasa",elementa,"denboratxar,tenpestade,elementa,nekaiztu","denboratxar,elementa","arotxar,tenpestade","tenpestade,elementa","tenpestade,denboragaizto",denboratxar,"elementa,erauntsi","tenpestade,denborabihurritu,behartu",denboratxar,"arogaitz,denboratxar,tenpestade","denborabortitz,denboratxar","arogaitz,denboratrabal,denboratxar",arogaitz,"denboragaitz,arogaitz","isola,arogaitz","denboratxar,arotxar,arogaitz,entsarri,intz-harri","denboragaizto,arogaitz","arogaizto,denboragaizto,erauntsi","denboratxar,arogaitz,tenpestade","arogaitz,tenpestade","denboragaizto,arogaizto,arogaitz"
21,"txaparroi,zaparrada","eurialdi,zaparrada",zaparrada,zaparrada,zaparrada,zaparrada,zaparrada,"eurigogor,zaparrada",zaparrada,zaparrada,zaparrada,zaparrada,"manga,zaparrada",zaparrada,zaparrada,zaparrada,zaparrada,"odeieuri,txaparroi,zaparrada","trubonada,eurietxakada,zaparrada,truxu",zaparrada,zaparrada,"eurigolpe,zaparrada",zaparrada,zaparrada,zaparrada,"truboeuri,zaparrada",zaparrada,zaparrada,zaparrada,zaparrada,zaparrada,indriska,brubonada,zaparrada,zaparrada,"aguazer,eurigogor,zaparrada,truxu",zaparrada,"eurigolpe,zaparrada",zaparrada,zaparrada,"zaparrada,idolaz","zaparrada,eramaitu,idolaz",zaparrada,"zaparrada,eraso",zaparrada,zaparrada,zaparrada,zaparrada,"zaparrada,eraso,zarrastada","zaparrada,eraso",zaparrada,zaparrada,zaparrada,"txaparroi,zaparrada","erauntsi,zaparrada",erauntsi,"eraso,eurijasa,zaparrada","zaparrada,eurijasa,erauntsi","zaparrada,eurijasa","eurijasa,zaparrada","zaparrada,eurijasa,eraso","zaparrada,eraso,eurijasa","txaparroi,eurijasa,zaparrada","zaparrada,eurijasa","zaparrada,eraso,eurijasa","txaparroi,zaparrada,eurijasa","zaparrada,eraso,jasara","zaparrada,eurijasa","zaparrada,eurijasa","elementa,eraso,erauntsi,zaparrada",zaparrada,"eraso,zaparrada","zaparrada,saja,eurijasa","zaparrada,irutxin",euriketa,zaparrada,"zaparrada,eurijasa","eurijasa,zaparrada","erauntsi,eraso,zaparrada","erauntsi,zaparrada","eraso,zaparrada","eurijasa,erauntsi,eraso,zaparrada","erauntsi,zaparrada,eurijasa","txaparroi,eraso",erauntzi,erauntzi,erauntzi,erauntzi,"erauntsi,eraso,zaparrada",erauntzi,erauntzi,erauntzi,erauntzi,erauntzi,"erauntsi,ualde",erauntsi,erauntsi,erauntzi,erauntzi,erauntzi,"tronpa,elementa","zarrazta,elementa,eraso,erauntsi",pesia,"galarren,erauntsi,euriuhar","tenpestade,euriuhar,erauntsi","parrasta,zafrada,erauntsi","erauntsi,euriuhar",erauntsi,euriihar,euriuhar,"euriuhar,uhausin,zaparrada,jauts ahala",euriuhar,"euriuhar,zurrupitan","tenpestade,tarrapata","gogotik erori,jauts ahala,ihar,eurigolpe,labasi",erauntsi,euriuhar,"erauntsi,uhaska","erauntsi,zurrupitan","erauntsi,zurrupitan","euriuhar,elementa,erauntsi,zurrupitan","euriuhar,labasi",euriuhar,"euriuhar,erauntsi,zurrupitan","euribrusta,eurieazarri,tarrapata","eurieazarri,erauntsi,euriuhar,zurrupitan","euriuhar,elementa","erauntsi,eurasa,euriuhar,eurieazarri","labasi,euriuhar","erauntsi,lahasi,euriuhar","eurieazarri,zaparrada,euriuhar","eurieazarri,erauntsi,zaparrada,barrasta",euriuhar,"erauntsi,isola,zaparrada,euritxarraka",erauntsi,"erauntsi,eurieazarri,isola",isola,erauntsi,"erauntsi,txürrübila,jauts ahala","isola,euritxarraka","isola,txürrübila,erauntsi","erauntsi,zapartaka","erauntsi,isola,zaparrada,euritxarraka","erauntsi,isola,euritxarraka",erauntsi
